,nominal_temperature,boundary_conditions
2202,99,"[54, 54, 54, 66, 66, 66, 88, 88, 88, 29, 29, 29, 82, 82, 82, 40, 40, 40, 41, 41, 41, 28, 28, 28, 87, 87, 87, 5, 5, 5, 95, 95, 95, 18, 18, 18]"
2203,43,"[16, 16, 16, 8, 8, 8, 31, 31, 31, 65, 65, 65, 37, 37, 37, 26, 26, 26, 60, 60, 60, 16, 16, 16, 56, 56, 56, 1, 1, 1, 53, 53, 53, 7, 7, 7]"
2204,60,"[37, 37, 37, 42, 42, 42, 87, 87, 87, 3, 3, 3, 50, 50, 50, 63, 63, 63, 60, 60, 60, 19, 19, 19, 95, 95, 95, 20, 20, 20, 86, 86, 86, 50, 50, 50]"
2205,53,"[70, 70, 70, 65, 65, 65, 22, 22, 22, 81, 81, 81, 89, 89, 89, 30, 30, 30, 36, 36, 36, 59, 59, 59, 42, 42, 42, 45, 45, 45, 57, 57, 57, 89, 89, 89]"
2206,79,"[67, 67, 67, 66, 66, 66, 78, 78, 78, 48, 48, 48, 87, 87, 87, 68, 68, 68, 19, 19, 19, 98, 98, 98, 94, 94, 94, 37, 37, 37, 12, 12, 12, 31, 31, 31]"
2207,31,"[31, 31, 31, 100, 100, 100, 21, 21, 21, 95, 95, 95, 61, 61, 61, 85, 85, 85, 72, 72, 72, 6, 6, 6, 67, 67, 67, 43, 43, 43, 57, 57, 57, 72, 72, 72]"
2208,42,"[89, 89, 89, 76, 76, 76, 52, 52, 52, 84, 84, 84, 78, 78, 78, 54, 54, 54, 88, 88, 88, 21, 21, 21, 78, 78, 78, 87, 87, 87, 93, 93, 93, 34, 34, 34]"
2209,92,"[82, 82, 82, 34, 34, 34, 61, 61, 61, 56, 56, 56, 72, 72, 72, 11, 11, 11, 5, 5, 5, 59, 59, 59, 27, 27, 27, 74, 74, 74, 59, 59, 59, 56, 56, 56]"
2210,77,"[87, 87, 87, 8, 8, 8, 58, 58, 58, 75, 75, 75, 18, 18, 18, 82, 82, 82, 74, 74, 74, 59, 59, 59, 4, 4, 4, 5, 5, 5, 98, 98, 98, 32, 32, 32]"
2211,93,"[44, 44, 44, 95, 95, 95, 63, 63, 63, 20, 20, 20, 15, 15, 15, 88, 88, 88, 81, 81, 81, 74, 74, 74, 45, 45, 45, 71, 71, 71, 14, 14, 14, 55, 55, 55]"
2212,76,"[77, 77, 77, 44, 44, 44, 83, 83, 83, 86, 86, 86, 66, 66, 66, 38, 38, 38, 30, 30, 30, 60, 60, 60, 35, 35, 35, 87, 87, 87, 99, 99, 99, 89, 89, 89]"
2213,6,"[35, 35, 35, 11, 11, 11, 69, 69, 69, 14, 14, 14, 19, 19, 19, 37, 37, 37, 1, 1, 1, 80, 80, 80, 62, 62, 62, 22, 22, 22, 98, 98, 98, 88, 88, 88]"
2214,19,"[84, 84, 84, 45, 45, 45, 52, 52, 52, 53, 53, 53, 100, 100, 100, 25, 25, 25, 9, 9, 9, 82, 82, 82, 83, 83, 83, 20, 20, 20, 28, 28, 28, 78, 78, 78]"
2215,29,"[76, 76, 76, 56, 56, 56, 19, 19, 19, 79, 79, 79, 86, 86, 86, 52, 52, 52, 44, 44, 44, 97, 97, 97, 83, 83, 83, 18, 18, 18, 41, 41, 41, 53, 53, 53]"
2216,83,"[85, 85, 85, 98, 98, 98, 20, 20, 20, 95, 95, 95, 14, 14, 14, 73, 73, 73, 43, 43, 43, 73, 73, 73, 21, 21, 21, 58, 58, 58, 38, 38, 38, 78, 78, 78]"
2217,76,"[61, 61, 61, 8, 8, 8, 23, 23, 23, 84, 84, 84, 14, 14, 14, 64, 64, 64, 38, 38, 38, 49, 49, 49, 86, 86, 86, 7, 7, 7, 5, 5, 5, 15, 15, 15]"
2218,16,"[86, 86, 86, 87, 87, 87, 23, 23, 23, 48, 48, 48, 64, 64, 64, 77, 77, 77, 89, 89, 89, 17, 17, 17, 28, 28, 28, 87, 87, 87, 84, 84, 84, 54, 54, 54]"
2219,86,"[23, 23, 23, 62, 62, 62, 50, 50, 50, 32, 32, 32, 82, 82, 82, 0, 0, 0, 5, 5, 5, 74, 74, 74, 48, 48, 48, 23, 23, 23, 24, 24, 24, 77, 77, 77]"
2220,75,"[15, 15, 15, 86, 86, 86, 48, 48, 48, 60, 60, 60, 43, 43, 43, 16, 16, 16, 26, 26, 26, 92, 92, 92, 17, 17, 17, 51, 51, 51, 85, 85, 85, 24, 24, 24]"
2221,66,"[15, 15, 15, 12, 12, 12, 34, 34, 34, 14, 14, 14, 17, 17, 17, 69, 69, 69, 28, 28, 28, 47, 47, 47, 66, 66, 66, 28, 28, 28, 17, 17, 17, 42, 42, 42]"
2222,39,"[17, 17, 17, 53, 53, 53, 72, 72, 72, 89, 89, 89, 34, 34, 34, 14, 14, 14, 23, 23, 23, 6, 6, 6, 43, 43, 43, 34, 34, 34, 21, 21, 21, 6, 6, 6]"
2223,13,"[88, 88, 88, 4, 4, 4, 61, 61, 61, 75, 75, 75, 6, 6, 6, 100, 100, 100, 5, 5, 5, 20, 20, 20, 77, 77, 77, 70, 70, 70, 23, 23, 23, 37, 37, 37]"
2224,32,"[46, 46, 46, 78, 78, 78, 74, 74, 74, 67, 67, 67, 51, 51, 51, 92, 92, 92, 8, 8, 8, 51, 51, 51, 61, 61, 61, 72, 72, 72, 17, 17, 17, 84, 84, 84]"
2225,62,"[54, 54, 54, 37, 37, 37, 10, 10, 10, 11, 11, 11, 57, 57, 57, 40, 40, 40, 21, 21, 21, 64, 64, 64, 64, 64, 64, 99, 99, 99, 44, 44, 44, 23, 23, 23]"
2226,1,"[45, 45, 45, 74, 74, 74, 47, 47, 47, 0, 0, 0, 49, 49, 49, 91, 91, 91, 20, 20, 20, 9, 9, 9, 28, 28, 28, 40, 40, 40, 77, 77, 77, 46, 46, 46]"
2227,1,"[3, 3, 3, 88, 88, 88, 91, 91, 91, 68, 68, 68, 94, 94, 94, 16, 16, 16, 39, 39, 39, 38, 38, 38, 62, 62, 62, 29, 29, 29, 16, 16, 16, 8, 8, 8]"
2228,52,"[36, 36, 36, 89, 89, 89, 46, 46, 46, 84, 84, 84, 100, 100, 100, 83, 83, 83, 2, 2, 2, 100, 100, 100, 69, 69, 69, 64, 64, 64, 8, 8, 8, 46, 46, 46]"
2229,59,"[27, 27, 27, 14, 14, 14, 77, 77, 77, 25, 25, 25, 74, 74, 74, 69, 69, 69, 15, 15, 15, 85, 85, 85, 43, 43, 43, 6, 6, 6, 79, 79, 79, 5, 5, 5]"
2230,54,"[10, 10, 10, 47, 47, 47, 76, 76, 76, 40, 40, 40, 65, 65, 65, 38, 38, 38, 87, 87, 87, 13, 13, 13, 75, 75, 75, 1, 1, 1, 43, 43, 43, 21, 21, 21]"
2231,90,"[16, 16, 16, 48, 48, 48, 77, 77, 77, 76, 76, 76, 47, 47, 47, 75, 75, 75, 34, 34, 34, 79, 79, 79, 49, 49, 49, 25, 25, 25, 37, 37, 37, 94, 94, 94]"
2232,73,"[18, 18, 18, 10, 10, 10, 59, 59, 59, 38, 38, 38, 0, 0, 0, 83, 83, 83, 39, 39, 39, 38, 38, 38, 8, 8, 8, 62, 62, 62, 88, 88, 88, 66, 66, 66]"
2233,66,"[26, 26, 26, 42, 42, 42, 30, 30, 30, 91, 91, 91, 0, 0, 0, 11, 11, 11, 6, 6, 6, 90, 90, 90, 51, 51, 51, 93, 93, 93, 87, 87, 87, 3, 3, 3]"
2234,36,"[20, 20, 20, 66, 66, 66, 30, 30, 30, 61, 61, 61, 80, 80, 80, 28, 28, 28, 67, 67, 67, 79, 79, 79, 6, 6, 6, 95, 95, 95, 58, 58, 58, 95, 95, 95]"
2235,41,"[14, 14, 14, 91, 91, 91, 93, 93, 93, 6, 6, 6, 75, 75, 75, 17, 17, 17, 54, 54, 54, 68, 68, 68, 7, 7, 7, 1, 1, 1, 65, 65, 65, 54, 54, 54]"
2236,29,"[46, 46, 46, 15, 15, 15, 28, 28, 28, 51, 51, 51, 8, 8, 8, 10, 10, 10, 92, 92, 92, 37, 37, 37, 94, 94, 94, 38, 38, 38, 79, 79, 79, 57, 57, 57]"
2237,23,"[25, 25, 25, 19, 19, 19, 4, 4, 4, 44, 44, 44, 62, 62, 62, 53, 53, 53, 41, 41, 41, 99, 99, 99, 46, 46, 46, 96, 96, 96, 26, 26, 26, 38, 38, 38]"
2238,58,"[60, 60, 60, 68, 68, 68, 17, 17, 17, 47, 47, 47, 7, 7, 7, 98, 98, 98, 87, 87, 87, 11, 11, 11, 89, 89, 89, 99, 99, 99, 39, 39, 39, 12, 12, 12]"
2239,43,"[67, 67, 67, 45, 45, 45, 17, 17, 17, 80, 80, 80, 6, 6, 6, 86, 86, 86, 48, 48, 48, 70, 70, 70, 76, 76, 76, 34, 34, 34, 77, 77, 77, 87, 87, 87]"
2240,62,"[17, 17, 17, 75, 75, 75, 6, 6, 6, 67, 67, 67, 100, 100, 100, 30, 30, 30, 46, 46, 46, 76, 76, 76, 81, 81, 81, 91, 91, 91, 6, 6, 6, 87, 87, 87]"
2241,59,"[50, 50, 50, 98, 98, 98, 81, 81, 81, 89, 89, 89, 73, 73, 73, 45, 45, 45, 14, 14, 14, 90, 90, 90, 23, 23, 23, 95, 95, 95, 5, 5, 5, 63, 63, 63]"
2242,39,"[65, 65, 65, 69, 69, 69, 19, 19, 19, 61, 61, 61, 76, 76, 76, 49, 49, 49, 30, 30, 30, 51, 51, 51, 73, 73, 73, 14, 14, 14, 42, 42, 42, 55, 55, 55]"
2243,49,"[96, 96, 96, 66, 66, 66, 37, 37, 37, 72, 72, 72, 23, 23, 23, 18, 18, 18, 88, 88, 88, 83, 83, 83, 70, 70, 70, 56, 56, 56, 49, 49, 49, 76, 76, 76]"
2244,85,"[12, 12, 12, 0, 0, 0, 40, 40, 40, 6, 6, 6, 78, 78, 78, 58, 58, 58, 41, 41, 41, 30, 30, 30, 92, 92, 92, 2, 2, 2, 99, 99, 99, 15, 15, 15]"
2245,64,"[7, 7, 7, 27, 27, 27, 76, 76, 76, 17, 17, 17, 65, 65, 65, 69, 69, 69, 60, 60, 60, 36, 36, 36, 3, 3, 3, 38, 38, 38, 43, 43, 43, 83, 83, 83]"
2246,29,"[73, 73, 73, 37, 37, 37, 48, 48, 48, 34, 34, 34, 79, 79, 79, 36, 36, 36, 16, 16, 16, 46, 46, 46, 2, 2, 2, 46, 46, 46, 18, 18, 18, 92, 92, 92]"
2247,1,"[96, 96, 96, 84, 84, 84, 98, 98, 98, 13, 13, 13, 84, 84, 84, 20, 20, 20, 49, 49, 49, 67, 67, 67, 67, 67, 67, 41, 41, 41, 75, 75, 75, 99, 99, 99]"
2248,66,"[22, 22, 22, 77, 77, 77, 66, 66, 66, 89, 89, 89, 37, 37, 37, 33, 33, 33, 71, 71, 71, 4, 4, 4, 79, 79, 79, 27, 27, 27, 77, 77, 77, 35, 35, 35]"
2249,81,"[83, 83, 83, 92, 92, 92, 87, 87, 87, 97, 97, 97, 18, 18, 18, 52, 52, 52, 50, 50, 50, 7, 7, 7, 10, 10, 10, 32, 32, 32, 80, 80, 80, 94, 94, 94]"
2250,95,"[58, 58, 58, 24, 24, 24, 11, 11, 11, 34, 34, 34, 31, 31, 31, 73, 73, 73, 36, 36, 36, 83, 83, 83, 32, 32, 32, 20, 20, 20, 17, 17, 17, 34, 34, 34]"
2251,52,"[30, 30, 30, 9, 9, 9, 37, 37, 37, 90, 90, 90, 25, 25, 25, 82, 82, 82, 88, 88, 88, 48, 48, 48, 86, 86, 86, 27, 27, 27, 9, 9, 9, 32, 32, 32]"
2252,80,"[56, 56, 56, 87, 87, 87, 46, 46, 46, 75, 75, 75, 89, 89, 89, 20, 20, 20, 36, 36, 36, 70, 70, 70, 7, 7, 7, 53, 53, 53, 16, 16, 16, 58, 58, 58]"
2253,63,"[0, 0, 0, 33, 33, 33, 34, 34, 34, 7, 7, 7, 39, 39, 39, 95, 95, 95, 98, 98, 98, 75, 75, 75, 71, 71, 71, 38, 38, 38, 50, 50, 50, 8, 8, 8]"
2254,81,"[20, 20, 20, 53, 53, 53, 72, 72, 72, 26, 26, 26, 52, 52, 52, 39, 39, 39, 55, 55, 55, 69, 69, 69, 7, 7, 7, 14, 14, 14, 98, 98, 98, 88, 88, 88]"
2255,2,"[55, 55, 55, 42, 42, 42, 94, 94, 94, 13, 13, 13, 54, 54, 54, 91, 91, 91, 7, 7, 7, 98, 98, 98, 6, 6, 6, 6, 6, 6, 77, 77, 77, 24, 24, 24]"
2256,74,"[22, 22, 22, 7, 7, 7, 65, 65, 65, 82, 82, 82, 17, 17, 17, 26, 26, 26, 45, 45, 45, 98, 98, 98, 40, 40, 40, 15, 15, 15, 38, 38, 38, 16, 16, 16]"
2257,4,"[35, 35, 35, 96, 96, 96, 26, 26, 26, 49, 49, 49, 77, 77, 77, 32, 32, 32, 91, 91, 91, 85, 85, 85, 9, 9, 9, 22, 22, 22, 16, 16, 16, 69, 69, 69]"
2258,11,"[48, 48, 48, 24, 24, 24, 21, 21, 21, 32, 32, 32, 21, 21, 21, 61, 61, 61, 59, 59, 59, 86, 86, 86, 46, 46, 46, 43, 43, 43, 94, 94, 94, 47, 47, 47]"
2259,21,"[51, 51, 51, 26, 26, 26, 1, 1, 1, 70, 70, 70, 27, 27, 27, 26, 26, 26, 100, 100, 100, 37, 37, 37, 68, 68, 68, 62, 62, 62, 20, 20, 20, 77, 77, 77]"
2260,42,"[51, 51, 51, 27, 27, 27, 26, 26, 26, 7, 7, 7, 31, 31, 31, 66, 66, 66, 76, 76, 76, 8, 8, 8, 1, 1, 1, 3, 3, 3, 76, 76, 76, 70, 70, 70]"
2261,30,"[88, 88, 88, 98, 98, 98, 40, 40, 40, 11, 11, 11, 4, 4, 4, 69, 69, 69, 86, 86, 86, 68, 68, 68, 55, 55, 55, 54, 54, 54, 61, 61, 61, 11, 11, 11]"
2262,21,"[93, 93, 93, 48, 48, 48, 81, 81, 81, 8, 8, 8, 94, 94, 94, 93, 93, 93, 59, 59, 59, 9, 9, 9, 4, 4, 4, 35, 35, 35, 2, 2, 2, 17, 17, 17]"
2263,98,"[55, 55, 55, 10, 10, 10, 35, 35, 35, 90, 90, 90, 67, 67, 67, 17, 17, 17, 63, 63, 63, 10, 10, 10, 95, 95, 95, 50, 50, 50, 6, 6, 6, 0, 0, 0]"
2264,66,"[5, 5, 5, 57, 57, 57, 4, 4, 4, 68, 68, 68, 55, 55, 55, 96, 96, 96, 72, 72, 72, 39, 39, 39, 60, 60, 60, 69, 69, 69, 97, 97, 97, 16, 16, 16]"
2265,7,"[69, 69, 69, 56, 56, 56, 62, 62, 62, 58, 58, 58, 23, 23, 23, 24, 24, 24, 26, 26, 26, 34, 34, 34, 88, 88, 88, 24, 24, 24, 55, 55, 55, 88, 88, 88]"
2266,67,"[28, 28, 28, 87, 87, 87, 82, 82, 82, 83, 83, 83, 45, 45, 45, 45, 45, 45, 94, 94, 94, 51, 51, 51, 71, 71, 71, 88, 88, 88, 20, 20, 20, 5, 5, 5]"
2267,61,"[77, 77, 77, 13, 13, 13, 41, 41, 41, 81, 81, 81, 24, 24, 24, 73, 73, 73, 42, 42, 42, 59, 59, 59, 98, 98, 98, 94, 94, 94, 39, 39, 39, 72, 72, 72]"
2268,43,"[30, 30, 30, 12, 12, 12, 42, 42, 42, 9, 9, 9, 82, 82, 82, 92, 92, 92, 15, 15, 15, 97, 97, 97, 62, 62, 62, 15, 15, 15, 74, 74, 74, 71, 71, 71]"
2269,10,"[57, 57, 57, 95, 95, 95, 78, 78, 78, 39, 39, 39, 97, 97, 97, 59, 59, 59, 78, 78, 78, 41, 41, 41, 50, 50, 50, 42, 42, 42, 46, 46, 46, 5, 5, 5]"
2270,49,"[34, 34, 34, 3, 3, 3, 62, 62, 62, 91, 91, 91, 92, 92, 92, 3, 3, 3, 32, 32, 32, 88, 88, 88, 38, 38, 38, 14, 14, 14, 72, 72, 72, 59, 59, 59]"
2271,32,"[1, 1, 1, 70, 70, 70, 83, 83, 83, 65, 65, 65, 40, 40, 40, 95, 95, 95, 55, 55, 55, 14, 14, 14, 4, 4, 4, 34, 34, 34, 78, 78, 78, 79, 79, 79]"
2272,7,"[42, 42, 42, 61, 61, 61, 96, 96, 96, 93, 93, 93, 28, 28, 28, 90, 90, 90, 10, 10, 10, 63, 63, 63, 28, 28, 28, 20, 20, 20, 73, 73, 73, 3, 3, 3]"
2273,8,"[68, 68, 68, 14, 14, 14, 82, 82, 82, 79, 79, 79, 19, 19, 19, 66, 66, 66, 57, 57, 57, 66, 66, 66, 25, 25, 25, 40, 40, 40, 100, 100, 100, 96, 96, 96]"
2274,50,"[80, 80, 80, 10, 10, 10, 99, 99, 99, 69, 69, 69, 56, 56, 56, 66, 66, 66, 17, 17, 17, 41, 41, 41, 24, 24, 24, 51, 51, 51, 98, 98, 98, 99, 99, 99]"
2275,59,"[49, 49, 49, 61, 61, 61, 0, 0, 0, 33, 33, 33, 40, 40, 40, 32, 32, 32, 62, 62, 62, 59, 59, 59, 34, 34, 34, 6, 6, 6, 47, 47, 47, 75, 75, 75]"
2276,98,"[23, 23, 23, 34, 34, 34, 46, 46, 46, 55, 55, 55, 15, 15, 15, 31, 31, 31, 30, 30, 30, 10, 10, 10, 31, 31, 31, 14, 14, 14, 88, 88, 88, 99, 99, 99]"
2277,82,"[86, 86, 86, 90, 90, 90, 93, 93, 93, 62, 62, 62, 68, 68, 68, 84, 84, 84, 52, 52, 52, 88, 88, 88, 33, 33, 33, 95, 95, 95, 83, 83, 83, 62, 62, 62]"
2278,93,"[31, 31, 31, 34, 34, 34, 20, 20, 20, 72, 72, 72, 11, 11, 11, 42, 42, 42, 39, 39, 39, 23, 23, 23, 66, 66, 66, 59, 59, 59, 67, 67, 67, 32, 32, 32]"
2279,40,"[72, 72, 72, 54, 54, 54, 17, 17, 17, 84, 84, 84, 11, 11, 11, 61, 61, 61, 43, 43, 43, 49, 49, 49, 45, 45, 45, 2, 2, 2, 22, 22, 22, 8, 8, 8]"
2280,78,"[4, 4, 4, 46, 46, 46, 24, 24, 24, 29, 29, 29, 38, 38, 38, 6, 6, 6, 58, 58, 58, 37, 37, 37, 6, 6, 6, 52, 52, 52, 14, 14, 14, 40, 40, 40]"
2281,35,"[68, 68, 68, 1, 1, 1, 95, 95, 95, 24, 24, 24, 68, 68, 68, 81, 81, 81, 42, 42, 42, 53, 53, 53, 40, 40, 40, 15, 15, 15, 56, 56, 56, 19, 19, 19]"
2282,38,"[81, 81, 81, 3, 3, 3, 44, 44, 44, 20, 20, 20, 57, 57, 57, 95, 95, 95, 12, 12, 12, 70, 70, 70, 78, 78, 78, 92, 92, 92, 36, 36, 36, 42, 42, 42]"
2283,93,"[24, 24, 24, 94, 94, 94, 26, 26, 26, 86, 86, 86, 16, 16, 16, 68, 68, 68, 89, 89, 89, 94, 94, 94, 22, 22, 22, 79, 79, 79, 75, 75, 75, 12, 12, 12]"
2284,2,"[93, 93, 93, 48, 48, 48, 68, 68, 68, 6, 6, 6, 71, 71, 71, 50, 50, 50, 35, 35, 35, 37, 37, 37, 97, 97, 97, 56, 56, 56, 20, 20, 20, 54, 54, 54]"
2285,85,"[68, 68, 68, 59, 59, 59, 27, 27, 27, 56, 56, 56, 43, 43, 43, 74, 74, 74, 75, 75, 75, 44, 44, 44, 78, 78, 78, 38, 38, 38, 40, 40, 40, 68, 68, 68]"
2286,72,"[66, 66, 66, 76, 76, 76, 46, 46, 46, 94, 94, 94, 9, 9, 9, 16, 16, 16, 50, 50, 50, 0, 0, 0, 10, 10, 10, 81, 81, 81, 96, 96, 96, 43, 43, 43]"
2287,56,"[4, 4, 4, 26, 26, 26, 46, 46, 46, 69, 69, 69, 60, 60, 60, 24, 24, 24, 100, 100, 100, 59, 59, 59, 61, 61, 61, 63, 63, 63, 53, 53, 53, 11, 11, 11]"
2288,16,"[11, 11, 11, 10, 10, 10, 65, 65, 65, 78, 78, 78, 80, 80, 80, 74, 74, 74, 87, 87, 87, 75, 75, 75, 11, 11, 11, 32, 32, 32, 11, 11, 11, 81, 81, 81]"
2289,56,"[45, 45, 45, 13, 13, 13, 62, 62, 62, 58, 58, 58, 97, 97, 97, 30, 30, 30, 2, 2, 2, 70, 70, 70, 54, 54, 54, 13, 13, 13, 57, 57, 57, 66, 66, 66]"
2290,47,"[91, 91, 91, 94, 94, 94, 29, 29, 29, 100, 100, 100, 75, 75, 75, 35, 35, 35, 82, 82, 82, 14, 14, 14, 49, 49, 49, 0, 0, 0, 24, 24, 24, 79, 79, 79]"
2291,4,"[59, 59, 59, 87, 87, 87, 55, 55, 55, 18, 18, 18, 77, 77, 77, 25, 25, 25, 34, 34, 34, 11, 11, 11, 55, 55, 55, 44, 44, 44, 91, 91, 91, 72, 72, 72]"
2292,21,"[73, 73, 73, 3, 3, 3, 76, 76, 76, 78, 78, 78, 1, 1, 1, 68, 68, 68, 0, 0, 0, 90, 90, 90, 44, 44, 44, 43, 43, 43, 28, 28, 28, 20, 20, 20]"
2293,55,"[24, 24, 24, 62, 62, 62, 51, 51, 51, 49, 49, 49, 59, 59, 59, 8, 8, 8, 90, 90, 90, 80, 80, 80, 68, 68, 68, 96, 96, 96, 78, 78, 78, 60, 60, 60]"
2294,76,"[7, 7, 7, 15, 15, 15, 24, 24, 24, 35, 35, 35, 34, 34, 34, 9, 9, 9, 39, 39, 39, 10, 10, 10, 80, 80, 80, 76, 76, 76, 99, 99, 99, 26, 26, 26]"
2295,31,"[33, 33, 33, 46, 46, 46, 54, 54, 54, 92, 92, 92, 79, 79, 79, 48, 48, 48, 82, 82, 82, 84, 84, 84, 15, 15, 15, 38, 38, 38, 33, 33, 33, 30, 30, 30]"
2296,45,"[48, 48, 48, 49, 49, 49, 65, 65, 65, 49, 49, 49, 33, 33, 33, 15, 15, 15, 73, 73, 73, 2, 2, 2, 61, 61, 61, 57, 57, 57, 37, 37, 37, 36, 36, 36]"
2297,68,"[97, 97, 97, 11, 11, 11, 24, 24, 24, 47, 47, 47, 37, 37, 37, 19, 19, 19, 63, 63, 63, 100, 100, 100, 69, 69, 69, 4, 4, 4, 57, 57, 57, 27, 27, 27]"
2298,44,"[25, 25, 25, 69, 69, 69, 21, 21, 21, 96, 96, 96, 85, 85, 85, 80, 80, 80, 64, 64, 64, 41, 41, 41, 73, 73, 73, 93, 93, 93, 75, 75, 75, 61, 61, 61]"
2299,91,"[0, 0, 0, 37, 37, 37, 97, 97, 97, 96, 96, 96, 37, 37, 37, 78, 78, 78, 88, 88, 88, 2, 2, 2, 95, 95, 95, 84, 84, 84, 82, 82, 82, 14, 14, 14]"
2300,42,"[55, 55, 55, 16, 16, 16, 83, 83, 83, 45, 45, 45, 34, 34, 34, 45, 45, 45, 38, 38, 38, 28, 28, 28, 40, 40, 40, 40, 40, 40, 7, 7, 7, 88, 88, 88]"
2301,91,"[100, 100, 100, 16, 16, 16, 9, 9, 9, 12, 12, 12, 66, 66, 66, 13, 13, 13, 49, 49, 49, 25, 25, 25, 41, 41, 41, 96, 96, 96, 80, 80, 80, 73, 73, 73]"
2302,81,"[75, 75, 75, 89, 89, 89, 77, 77, 77, 62, 62, 62, 51, 51, 51, 85, 85, 85, 82, 82, 82, 46, 46, 46, 53, 53, 53, 72, 72, 72, 66, 66, 66, 40, 40, 40]"
2303,10,"[53, 53, 53, 100, 100, 100, 4, 4, 4, 95, 95, 95, 20, 20, 20, 33, 33, 33, 83, 83, 83, 40, 40, 40, 99, 99, 99, 86, 86, 86, 60, 60, 60, 84, 84, 84]"
2304,83,"[15, 15, 15, 42, 42, 42, 79, 79, 79, 51, 51, 51, 35, 35, 35, 66, 66, 66, 72, 72, 72, 99, 99, 99, 65, 65, 65, 89, 89, 89, 73, 73, 73, 75, 75, 75]"
2305,64,"[72, 72, 72, 46, 46, 46, 95, 95, 95, 28, 28, 28, 49, 49, 49, 61, 61, 61, 9, 9, 9, 45, 45, 45, 12, 12, 12, 45, 45, 45, 1, 1, 1, 76, 76, 76]"
2306,75,"[96, 96, 96, 52, 52, 52, 71, 71, 71, 84, 84, 84, 49, 49, 49, 62, 62, 62, 26, 26, 26, 28, 28, 28, 90, 90, 90, 74, 74, 74, 79, 79, 79, 80, 80, 80]"
2307,92,"[6, 6, 6, 3, 3, 3, 12, 12, 12, 34, 34, 34, 61, 61, 61, 91, 91, 91, 37, 37, 37, 16, 16, 16, 27, 27, 27, 20, 20, 20, 16, 16, 16, 71, 71, 71]"
2308,66,"[92, 92, 92, 78, 78, 78, 56, 56, 56, 78, 78, 78, 100, 100, 100, 14, 14, 14, 49, 49, 49, 39, 39, 39, 19, 19, 19, 5, 5, 5, 68, 68, 68, 25, 25, 25]"
2309,71,"[9, 9, 9, 37, 37, 37, 3, 3, 3, 31, 31, 31, 90, 90, 90, 25, 25, 25, 7, 7, 7, 10, 10, 10, 79, 79, 79, 23, 23, 23, 2, 2, 2, 13, 13, 13]"
2310,37,"[77, 77, 77, 46, 46, 46, 47, 47, 47, 35, 35, 35, 30, 30, 30, 47, 47, 47, 79, 79, 79, 22, 22, 22, 96, 96, 96, 15, 15, 15, 60, 60, 60, 27, 27, 27]"
2311,16,"[36, 36, 36, 9, 9, 9, 34, 34, 34, 25, 25, 25, 19, 19, 19, 57, 57, 57, 18, 18, 18, 95, 95, 95, 41, 41, 41, 3, 3, 3, 84, 84, 84, 1, 1, 1]"
2312,56,"[62, 62, 62, 6, 6, 6, 62, 62, 62, 4, 4, 4, 77, 77, 77, 2, 2, 2, 23, 23, 23, 17, 17, 17, 19, 19, 19, 93, 93, 93, 46, 46, 46, 68, 68, 68]"
2313,8,"[16, 16, 16, 34, 34, 34, 53, 53, 53, 23, 23, 23, 5, 5, 5, 71, 71, 71, 44, 44, 44, 17, 17, 17, 32, 32, 32, 42, 42, 42, 99, 99, 99, 71, 71, 71]"
2314,52,"[100, 100, 100, 31, 31, 31, 63, 63, 63, 67, 67, 67, 7, 7, 7, 17, 17, 17, 10, 10, 10, 31, 31, 31, 60, 60, 60, 37, 37, 37, 31, 31, 31, 76, 76, 76]"
2315,94,"[34, 34, 34, 9, 9, 9, 100, 100, 100, 96, 96, 96, 76, 76, 76, 91, 91, 91, 37, 37, 37, 78, 78, 78, 69, 69, 69, 79, 79, 79, 38, 38, 38, 58, 58, 58]"
2316,64,"[32, 32, 32, 96, 96, 96, 77, 77, 77, 77, 77, 77, 68, 68, 68, 52, 52, 52, 70, 70, 70, 83, 83, 83, 93, 93, 93, 27, 27, 27, 98, 98, 98, 18, 18, 18]"
2317,6,"[92, 92, 92, 28, 28, 28, 21, 21, 21, 25, 25, 25, 19, 19, 19, 0, 0, 0, 60, 60, 60, 58, 58, 58, 68, 68, 68, 0, 0, 0, 51, 51, 51, 31, 31, 31]"
2318,29,"[72, 72, 72, 18, 18, 18, 44, 44, 44, 95, 95, 95, 91, 91, 91, 23, 23, 23, 67, 67, 67, 31, 31, 31, 88, 88, 88, 74, 74, 74, 38, 38, 38, 36, 36, 36]"
2319,25,"[40, 40, 40, 14, 14, 14, 66, 66, 66, 58, 58, 58, 86, 86, 86, 5, 5, 5, 95, 95, 95, 35, 35, 35, 50, 50, 50, 87, 87, 87, 66, 66, 66, 53, 53, 53]"
2320,44,"[99, 99, 99, 48, 48, 48, 54, 54, 54, 36, 36, 36, 40, 40, 40, 81, 81, 81, 82, 82, 82, 96, 96, 96, 36, 36, 36, 83, 83, 83, 83, 83, 83, 48, 48, 48]"
2321,87,"[33, 33, 33, 33, 33, 33, 90, 90, 90, 72, 72, 72, 55, 55, 55, 18, 18, 18, 3, 3, 3, 49, 49, 49, 32, 32, 32, 83, 83, 83, 81, 81, 81, 2, 2, 2]"
